 "topic_label" , "lecture" , "lab" , "fromoutline" , "fromlecture" , "fromlab" , "uri" ,
 "Tempest" , "http://example.org/schema#/COMP6741-l6" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/6.Recommender_Systems/slides06.pdf" ,  , "http://dbpedia.org/resource/The_Tempest" ,
 "Cambridge_University_Press" , "http://example.org/schema#/COMP6741-l6" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/6.Recommender_Systems/slides06.pdf" ,  , "http://dbpedia.org/resource/Cambridge_University_Press" ,
 "e-commerce" , "http://example.org/schema#/COMP6741-l6" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/6.Recommender_Systems/slides06.pdf" ,  , "http://dbpedia.org/resource/E-commerce" ,
 "Macbeth" , "http://example.org/schema#/COMP6741-l6" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/6.Recommender_Systems/slides06.pdf" ,  , "http://dbpedia.org/resource/Macbeth" ,
 "Collaborative_tagging" , "http://example.org/schema#/COMP6741-l6" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/6.Recommender_Systems/slides06.pdf" ,  , "http://dbpedia.org/resource/Folksonomy" ,
 "Amazon" , "http://example.org/schema#/COMP6741-l6" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/6.Recommender_Systems/slides06.pdf" ,  , "http://dbpedia.org/resource/Amazons" ,
 "Amazon" , "http://example.org/schema#/COMP6741-l6" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/6.Recommender_Systems/slides06.pdf" ,  , "http://dbpedia.org/resource/Amazon_rainforest" ,
 "Amazon" , "http://example.org/schema#/COMP6741-l6" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/6.Recommender_Systems/slides06.pdf" ,  , "http://dbpedia.org/resource/Amazon_Video" ,
 "CALPURNIA" , "http://example.org/schema#/COMP6741-l6" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/6.Recommender_Systems/slides06.pdf" ,  , "http://dbpedia.org/resource/List_of_Rome_characters" ,
 "vector_space_model" , "http://example.org/schema#/COMP6741-l6" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/6.Recommender_Systems/slides06.pdf" ,  , "http://dbpedia.org/resource/Vector_space_model" ,
 "cosine" , "http://example.org/schema#/COMP6741-l6" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/6.Recommender_Systems/slides06.pdf" ,  , "http://dbpedia.org/resource/Trigonometric_functions" ,
 "idf" , "http://example.org/schema#/COMP6741-l6" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/6.Recommender_Systems/slides06.pdf" ,  , "http://dbpedia.org/resource/Israel_Defense_Forces" ,
 "Internet" , "http://example.org/schema#/COMP6741-l6" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/6.Recommender_Systems/slides06.pdf" ,  , "http://dbpedia.org/resource/Internet" ,
 "Metadata" , "http://example.org/schema#/COMP6741-l6" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/6.Recommender_Systems/slides06.pdf" ,  , "http://dbpedia.org/resource/Metadata" ,
 "algorithm" , "http://example.org/schema#/COMP6741-l6" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/6.Recommender_Systems/worksheet06.pdf" ,  , "http://dbpedia.org/resource/Algorithm" ,
 "log2" , "http://example.org/schema#/COMP6741-l6" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/6.Recommender_Systems/slides06.pdf" ,  , "http://dbpedia.org/resource/Binary_logarithm" ,
 "Concordia University" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Concordia_University" ,
 "Concordia_University" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Concordia_University" ,
 "semantic" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Semantic_Web" ,
 "URI" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Uniform_Resource_Identifier" ,
 "cloud" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Cloud_computing" ,
 "graph" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Graph_database" ,
 "graph" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Chart" ,
 "graph" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Graphics" ,
 "graph" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Graph_theory" ,
 "API" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Application_programming_interface" ,
 "spruce" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Spruce" ,
 "query_string" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Query_string" ,
 "Wikidata" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Wikidata" ,
 "JSON" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/JSON" ,
 "Linked_Open_Data" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Linked_data" ,
 "application_layer" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Application_layer" ,
 "computer_science" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Computer_science" ,
 "Python" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Monty_Python" ,
 "Python" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Pythonidae" ,
 "DBpedia" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/DBpedia" ,
 "Quebec" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Quebec" ,
 "Paris_Hilton" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Paris_Hilton" ,
 "Concordia" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Concordia_University" ,
 "Google_Assistant" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Google_Assistant" ,
 "restful" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Representational_state_transfer" ,
 "Loyola_College" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Loyola_University_Maryland" ,
 "Windows" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Microsoft_Windows" ,
 "foaf" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/FOAF_(ontology)" ,
 "Canada" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Canada" ,
 "SPARQL" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/SPARQL" ,
 "Montreal" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Montreal" ,
 "Linux" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Linux" ,
 "ontologies" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Ontology" ,
 "Docker" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Stevedore" ,
 "Pablo_Picasso" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Pablo_Picasso" ,
 "Sir_George_Williams_University" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Concordia_University" ,
 "natural_language" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Natural-language_processing" ,
 "natural_language" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/Natural_language" ,
 "rdfs" , "http://example.org/schema#/COMP6741-l5" , "http://example.org/schema#/COMP6741-lab5" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/5.Entity_Tagging_with_DBpedia_Spotlight-5/readings5.txt" , "http://dbpedia.org/resource/RDF_Schema" ,
 "Moodle" , "http://example.org/schema#/COMP6741-l8" , "http://example.org/schema#/COMP6741-lab8" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/8.kNN_Regression-8/readings8.txt" , "http://dbpedia.org/resource/Moodle" ,
 "TF-IDF" , "http://example.org/schema#/COMP6741-l8" , "http://example.org/schema#/COMP6741-lab8" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/8.kNN_Regression-8/readings8.txt" , "http://dbpedia.org/resource/Tf–idf" ,
 "algorithm" , "http://example.org/schema#/COMP6741-l8" , "http://example.org/schema#/COMP6741-lab8" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/8.kNN_Regression-8/readings8.txt" , "http://dbpedia.org/resource/Algorithm" ,
 "machine_learning" , "http://example.org/schema#/COMP6741-l8" , "http://example.org/schema#/COMP6741-lab8" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/8.kNN_Regression-8/readings8.txt" , "http://dbpedia.org/resource/Machine_learning" ,
 "Scikit-learn" , "http://example.org/schema#/COMP6741-l8" , "http://example.org/schema#/COMP6741-lab8" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/8.kNN_Regression-8/readings8.txt" , "http://dbpedia.org/resource/Scikit-learn" ,
 "scikit-learn" , "http://example.org/schema#/COMP6741-l8" , "http://example.org/schema#/COMP6741-lab8" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/8.kNN_Regression-8/readings8.txt" , "http://dbpedia.org/resource/Scikit-learn" ,
 "wine" , "http://example.org/schema#/COMP6741-l8" , "http://example.org/schema#/COMP6741-lab8" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/8.kNN_Regression-8/readings8.txt" , "http://dbpedia.org/resource/Wine" ,
 "regression" , "http://example.org/schema#/COMP6741-l8" , "http://example.org/schema#/COMP6741-lab8" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/8.kNN_Regression-8/readings8.txt" , "http://dbpedia.org/resource/Regression_analysis" ,
 "regression" , "http://example.org/schema#/COMP6741-l8" , "http://example.org/schema#/COMP6741-lab8" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/8.kNN_Regression-8/readings8.txt" , "http://dbpedia.org/resource/Regression_testing" ,
 "Metropolis" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Metropolis" ,
 "Language_processing" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Language_processing_in_the_brain" ,
 "McGill" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/McGill_University" ,
 "Canada" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Canada" ,
 "Orinoco" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Orinoco" ,
 "Named_Entity_Recognition" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Named-entity_recognition" ,
 "IBM" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/IBM" ,
 "feature_vector" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Feature_vector" ,
 "Martha_Kent" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Jonathan_and_Martha_Kent" ,
 "wine" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Wine" ,
 "AI" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Artificial_intelligence" ,
 "Google" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Google" ,
 "Clark_Kent" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Clark_Kent" ,
 "ground_truth" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Ground_truth" ,
 "vigilante" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Vigilante" ,
 "Microsoft" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Microsoft" ,
 "Rasa" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/List_of_Mobile_Suit_Gundam_00_characters" ,
 "Lois_Lane" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Lois_Lane" ,
 "chatbots" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Software_agent" ,
 "Twitter" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Twitter" ,
 "Krypton" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Krypton" ,
 "Kitchen_Aid" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/KitchenAid" ,
 "mad_scientist" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Mad_scientist" ,
 "planet" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Earth" ,
 "open_standard" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Open_standard" ,
 "Daily_Planet" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Daily_Planet" ,
 "parse_tree" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Parse_tree" ,
 "Smallville" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Smallville" ,
 "Skype" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Skype" ,
 "Whirlpool" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Whirlpool" ,
 "Scikit-learn" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Scikit-learn" ,
 "Kal-El" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Superman" ,
 "natural_language" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Natural-language_processing" ,
 "natural_language" , "http://example.org/schema#/COMP6741-l9" , "http://example.org/schema#/COMP6741-lab9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/labs/9.Build_your_First_ChatBot-9/readings9.txt" , "http://dbpedia.org/resource/Natural_language" ,
